Trait group	Trait name	ID	Family	Genotype predictive performance	Covariates predictive performance	Full predictive performance	Delta	Number of variants	P	Significant
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25592	WA L1 in tract superior thalamic radiation (L)	gaussian	0.01	0.2	0.2	0.01	457	3.02e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23069	HPV 18 seropositivity for Human Papillomavirus type-18	binomial	0.56	0.55	0.57	0.01	21	3.03e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1550	TTE other congenital malformations of limb(s)	binomial	0.44	0.58	0.57	-0.01	5	3.05e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN20431	Ever addicted to a behaviour or miscellanous	binomial	0.51	0.63	0.63	0.0	1	3.06e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25083	Mean FA in posterior corona radiata on FA skeleton (L)	gaussian	0.0	0.03	0.03	0.0	1	3.06e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC865	TTE corneal scars and opacities	binomial	0.56	0.62	0.6	-0.03	1340	3.08e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25712	WA ISOVF in tract corticospinal tract (L)	gaussian	0.0	0.03	0.03	-0.0	1	3.09e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC496	TTE anogenital herpesviral [herpes simplex] infections	binomial	0.52	0.65	0.65	0.0	2	3.11e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC359	Adrenocortical insufficiency/addison's disease	binomial	0.56	0.52	0.55	0.04	60	3.12e-01	False
Work environment	/RIVAS_HG19/snpnet/BIN_FC10022506	Tobacco smoking current vs non	binomial	0.51	0.6	0.6	-0.0	72	3.14e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI2926	# of unsuccessful stop-smoking attempts	gaussian	0.0	0.01	0.01	0.0	13	3.15e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1149	TTE seborrhoeic dermatitis	binomial	0.51	0.54	0.54	0.0	7	3.15e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1070	TTE other disorders of gingiva and edentulous alveolar ridge	binomial	0.49	0.54	0.54	-0.0	13	3.17e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25493	WA FA in tract cingulate gyrus part of cingulum (R)	gaussian	0.01	0.04	0.05	0.01	702	3.20e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25727	WA ISOVF in tract superior thalamic radiation (L)	gaussian	0.0	0.09	0.09	0.0	538	3.20e-01	False
Diet by 24-hour recall	/RIVAS_HG19/snpnet/INI104920	Time spent doing light physical activity	gaussian	0.0	0.01	0.01	0.0	4	3.22e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25074	Mean FA in posterior limb of internal capsule on FA skeleton (R)	gaussian	0.02	0.01	0.03	0.02	2080	3.23e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20496	Felt distant from other people in past month	gaussian	0.0	0.02	0.02	-0.0	34	3.23e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25555	WA MO in tract inferior fronto-occipital fasciculus (R)	gaussian	0.0	0.02	0.02	-0.0	2	3.24e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC20001428	Spread type: Butter/spreadable butter	binomial	0.5	0.55	0.55	0.0	3	3.24e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC712	TTE dementia in other diseases classified elsewhere	binomial	0.46	0.8	0.8	-0.0	5	3.25e-01	False
Carotid ultrasound	/RIVAS_HG19/snpnet/INI22674	Mean carotid IMT (intima-medial thickness) at 150 degrees	gaussian	0.0	0.13	0.13	0.0	8	3.26e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI3637	Freq. of other exercises in last 4 weeks	gaussian	0.0	0.0	0.0	0.0	3	3.27e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25441	Mean ISOVF in pontine crossing tract on FA skeleton	gaussian	0.0	0.02	0.02	-0.0	4	3.28e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25383	Mean ICVF in fornix cres+stria terminalis on FA skeleton (L)	gaussian	0.02	0.03	0.05	0.02	1353	3.29e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC17	Diabetic eye disease	binomial	0.51	0.64	0.64	-0.0	60	3.29e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25600	WA L2 in tract cingulate gyrus part of cingulum (L)	gaussian	0.01	0.09	0.1	0.01	82	3.32e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25489	WA FA in tract acoustic radiation (R)	gaussian	0.01	0.04	0.04	0.01	826	3.33e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC502	TTE other spirochaetal infections	binomial	0.45	0.51	0.48	-0.03	99	3.33e-01	False
Biomarkers	/RIVAS_HG19/snpnet/INI10030630	Apolipoprotein A	gaussian	0.17	0.0	0.17	0.17	18027	3.33e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1029	TTE diseases of vocal cords and larynx, not elsewhere classified	binomial	0.51	0.58	0.58	0.0	1	3.34e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1341	TTE inflammatory disease of cervix uteri	binomial	0.49	0.76	0.76	-0.0	4	3.35e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23263	Gynoid lean mass	gaussian	0.0	0.68	0.67	-0.0	34	3.35e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20479	Ever thought that life not worth living	gaussian	0.0	0.02	0.02	0.0	226	3.35e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC911	TTE other disorders of tympanic membrane	binomial	0.53	0.57	0.57	0.0	2	3.37e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC384	Throat or larynx disorder	binomial	0.46	0.58	0.56	-0.02	58	3.38e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25059	Mean FA in body of corpus callosum on FA skeleton	gaussian	0.01	0.08	0.09	0.01	754	3.38e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25651	WA ICVF in tract acoustic radiation (R)	gaussian	0.03	0.03	0.06	0.03	979	3.39e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23032	L1 antigen for Human Papillomavirus type-18	gaussian	0.0	0.0	0.0	-0.0	43	3.40e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25062	Mean FA in corticospinal tract on FA skeleton (R)	gaussian	0.0	0.08	0.08	0.0	342	3.40e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC254	Uterine polyps	binomial	0.52	0.78	0.78	-0.0	7	3.42e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25887	Vol. of grey matter in Hippocampus (R)	gaussian	0.04	0.17	0.21	0.03	1336	3.42e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25674	WA ICVF in tract superior thalamic radiation (R)	gaussian	0.04	0.08	0.12	0.04	1474	3.42e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23254	Arm lean mass (R)	gaussian	0.0	0.74	0.73	-0.01	169	3.43e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20515	Recent trouble relaxing	gaussian	0.0	0.02	0.02	0.0	93	3.44e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5201	LogMAR, final (R)	gaussian	0.0	0.03	0.04	0.0	1	3.45e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25508	WA FA in tract posterior thalamic radiation (R)	gaussian	0.01	0.05	0.06	0.01	1279	3.46e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC366	Allergy/hypersensitivity/anaphylaxis	binomial	0.49	0.59	0.59	-0.0	1	3.46e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI1279	Exposure to tobacco smoke outside home	gaussian	0.0	0.0	0.0	0.0	104	3.47e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25625	WA L3 in tract anterior thalamic radiation (L)	gaussian	0.01	0.2	0.2	0.01	200	3.47e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25500	WA FA in tract inferior fronto-occipital fasciculus (L)	gaussian	0.02	0.06	0.08	0.02	597	3.48e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23267	Leg lean mass (L)	gaussian	0.01	0.63	0.63	-0.0	8	3.48e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1013	TTE pneumonia due to haemophilus influenzae	binomial	0.39	0.63	0.62	-0.01	3	3.49e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC30002654	Non-butter spread type: Olive oil based spread (eg: Bertolli)	binomial	0.5	0.53	0.53	0.0	3	3.50e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23040	VacA antigen for Helicobacter pylori	gaussian	0.0	0.0	0.0	0.0	4	3.50e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25713	WA ISOVF in tract corticospinal tract (R)	gaussian	0.0	0.03	0.03	0.0	82	3.52e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25103	Mean FA in tapetum on FA skeleton (L)	gaussian	0.02	0.03	0.05	0.02	1202	3.52e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23285	Trunk lean mass	gaussian	0.0	0.66	0.66	-0.0	10	3.53e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25669	WA ICVF in tract posterior thalamic radiation (L)	gaussian	0.03	0.08	0.11	0.03	1264	3.55e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC93	Dry eyes	binomial	0.48	0.66	0.66	-0.0	23	3.56e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25668	WA ICVF in tract medial lemniscus (R)	gaussian	0.01	0.06	0.07	0.01	600	3.56e-01	False
cancer	/RIVAS_HG19/snpnet/cancer1068	Sarcoma/fibrosarcoma	binomial	0.55	0.52	0.53	0.01	6	3.57e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC40020525	Often Able to pay rent/mortgage as an adult	binomial	0.51	0.55	0.55	0.0	1	3.58e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23220	Arm BMC (bone mineral content) (L)	gaussian	0.0	0.71	0.71	-0.0	16	3.59e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25464	Mean ISOVF in superior corona radiata on FA skeleton (R)	gaussian	0.0	0.1	0.1	0.0	392	3.59e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25474	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (R)	gaussian	0.01	0.01	0.01	0.01	157	3.59e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23019	NS3 antigen for Hepatitis C Virus	gaussian	0.0	0.0	0.0	0.0	1	3.60e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25803	Vol. of grey matter in Middle Temporal Gyrus, anterior division (R)	gaussian	0.0	0.09	0.09	-0.0	330	3.60e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN20534	Sleeping too much	binomial	0.51	0.58	0.58	0.0	1	3.60e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23224	Arms BMC (bone mineral content)	gaussian	0.0	0.72	0.72	-0.0	15	3.63e-01	False
Cognitive function	/RIVAS_HG19/snpnet/BIN_FC10020181	FI9 : concept interpolation	binomial	0.49	0.54	0.54	-0.0	1	3.63e-01	False
Heart MRI	/RIVAS_HG19/snpnet/INI22425	Cardiac index	gaussian	0.0	0.02	0.02	0.0	7	3.63e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC146	Pleural effusion	binomial	0.51	0.65	0.65	0.0	2	3.64e-01	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25034	Median T2star in hippocampus (L)	gaussian	0.0	0.02	0.02	0.0	11	3.64e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC385	Peripheral vascular disease	binomial	0.51	0.65	0.65	-0.0	42	3.64e-01	False
Mental health	/RIVAS_HG19/snpnet/BIN_FC20020522	Rarely Been in a confiding relationship as an adult	binomial	0.49	0.52	0.52	-0.0	4	3.64e-01	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25027	Median T2star in thalamus (R)	gaussian	0.0	0.02	0.03	0.0	114	3.65e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5105	6mm strong meridian angle (L)	gaussian	0.0	0.0	0.0	0.0	59	3.66e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC10006151	Fractured bone site(s) (Ankle)	binomial	0.49	0.55	0.54	-0.01	212	3.68e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21029	More frequent bowel movements when abdominal discomfort/pain started	gaussian	0.0	0.0	0.0	0.0	29	3.69e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25089	Mean FA in external capsule on FA skeleton (L)	gaussian	0.0	0.08	0.09	0.0	58	3.70e-01	False
Eye measures	/RIVAS_HG19/snpnet/BIN5328	Ever had corneal graft surgery	binomial	0.55	0.53	0.55	0.02	107	3.70e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5118	6mm cylindrical power (L)	gaussian	0.0	0.0	0.0	0.0	1	3.72e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25352	Mean ICVF in medial lemniscus on FA skeleton (R)	gaussian	0.0	0.07	0.08	0.0	250	3.72e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25378	Mean ICVF in cingulum cingulate gyrus on FA skeleton (R)	gaussian	0.05	0.09	0.14	0.05	3061	3.73e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25057	Mean FA in pontine crossing tract on FA skeleton	gaussian	0.0	0.01	0.01	0.0	4	3.74e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23222	Arm BMC (bone mineral content) (R)	gaussian	0.0	0.72	0.72	-0.0	41	3.75e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25897	Vol. of grey matter in VI Cerebellum (L)	gaussian	0.02	0.16	0.18	0.02	902	3.77e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25507	WA FA in tract posterior thalamic radiation (L)	gaussian	0.01	0.08	0.1	0.01	1044	3.77e-01	False
Brain MRI	/RIVAS_HG19/snpnet/BIN12139	Believed safe to perform brain MRI scan	binomial	0.53	0.62	0.62	0.0	5	3.78e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/BIN_FC30003486	Ever tried to stop smoking succeeded vs no	binomial	0.49	0.56	0.56	-0.0	13	3.79e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20519	Recent feelings of tiredness or low energy	gaussian	0.0	0.01	0.02	0.0	564	3.79e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC231	Heart valve problem/heart murmur	binomial	0.48	0.55	0.55	-0.0	15	3.81e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23068	HPV 16 Definition I seropositivity for Human Papillomavirus type-16	binomial	0.52	0.63	0.64	0.01	16	3.81e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25624	WA L3 in tract acoustic radiation (R)	gaussian	0.0	0.04	0.04	0.0	794	3.82e-01	False
Blood assays	/RIVAS_HG19/snpnet/BIN23054	CMV seropositivity for Human Cytomegalovirus	binomial	0.49	0.6	0.6	-0.0	2	3.83e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21052	Degree bothered by chest pain in the last 3 months	gaussian	0.0	0.0	0.0	0.0	1	3.84e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC134	Bone disorder	binomial	0.51	0.57	0.57	0.0	3	3.85e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC410	Cervical intra-epithelial neoplasia (cin) / precancerous cells cervix	binomial	0.52	0.8	0.77	-0.03	696	3.86e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25684	WA OD in tract parahippocampal part of cingulum (R)	gaussian	0.0	0.02	0.02	-0.0	133	3.86e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC547	TTE cytomegaloviral disease	binomial	0.56	0.53	0.56	0.02	7	3.89e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC7006155	Vitamin A vs multivitamin	binomial	0.5	0.58	0.58	-0.0	2	3.89e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25093	Mean FA in cingulum hippocampus on FA skeleton (L)	gaussian	0.0	0.03	0.03	0.0	330	3.89e-01	False
Psychosocial factors	/RIVAS_HG19/snpnet/QT_FC1004581	Financial situation satisfaction	gaussian	0.0	0.03	0.03	0.0	42	3.92e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25461	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (L)	gaussian	0.0	0.03	0.03	0.0	2	3.94e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25458	Mean ISOVF in posterior limb of internal capsule on FA skeleton (R)	gaussian	0.0	0.03	0.03	-0.0	5	3.96e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25482	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (R)	gaussian	0.0	0.06	0.06	0.0	117	3.96e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI23011	IE1B antigen for Human Herpesvirus-6	gaussian	0.0	0.0	0.0	0.0	4	3.97e-01	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25037	Median T2star in amygdala (R)	gaussian	0.0	0.02	0.02	0.0	1	3.97e-01	False
DXA assessment	/RIVAS_HG19/snpnet/INI23317	Arms combined bone area	gaussian	0.0	0.65	0.65	-0.0	1	3.98e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25690	WA OD in tract inferior fronto-occipital fasciculus (R)	gaussian	0.0	0.02	0.02	0.0	222	3.99e-01	False
Diet by 24-hour recall	/RIVAS_HG19/snpnet/INI104900	Time spent doing vigorous physical activity	gaussian	0.0	0.01	0.01	-0.0	300	3.99e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI30300	High light scatter reticulocyte count	gaussian	0.11	0.01	0.13	0.11	15856	4.00e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25701	WA OD in tract superior thalamic radiation (R)	gaussian	0.01	0.16	0.17	0.02	1352	4.00e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC124	Undescended testicle	binomial	0.45	0.77	0.77	-0.0	1	4.02e-01	False
Diet by 24-hour recall	/RIVAS_HG19/snpnet/BIN102800	Cheese consumers	binomial	0.5	0.54	0.54	-0.0	129	4.02e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1040	TTE pneumoconiosis due to asbestos and other mineral fibres	binomial	0.48	0.87	0.87	-0.0	11	4.03e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC143	Retinal problem	binomial	0.48	0.6	0.6	-0.0	3	4.04e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25681	WA OD in tract cingulate gyrus part of cingulum (L)	gaussian	0.0	0.01	0.01	0.0	2	4.04e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1271	TTE disorders of continuity of bone	binomial	0.48	0.62	0.62	-0.0	2	4.05e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC432	Mitral valve prolapse	binomial	0.52	0.63	0.63	0.0	2	4.07e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25597	WA L2 in tract acoustic radiation (R)	gaussian	0.0	0.03	0.03	0.0	993	4.08e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25859	Vol. of grey matter in Temporal Occipital Fusiform Cortex (R)	gaussian	0.0	0.15	0.15	0.0	9	4.10e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25470	Mean ISOVF in sagittal stratum on FA skeleton (R)	gaussian	0.01	0.05	0.06	0.01	709	4.10e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25513	WA FA in tract uncinate fasciculus (L)	gaussian	0.0	0.05	0.06	0.0	187	4.11e-01	False
Blood assays	/RIVAS_HG19/snpnet/INI30160	Basophill count	gaussian	0.01	0.0	0.02	0.01	3050	4.11e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5079	LogMAR in round (R)	gaussian	0.0	0.03	0.03	0.0	1	4.13e-01	False
Eye measures	/RIVAS_HG19/snpnet/INI5199	LogMAR, initial (R)	gaussian	0.0	0.03	0.03	0.0	1	4.16e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI2149	Lifetime # of sexual partners	gaussian	0.0	0.0	0.0	0.0	19	4.16e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25553	WA MO in tract forceps minor	gaussian	0.01	0.03	0.04	0.01	1836	4.18e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25708	WA ISOVF in tract cingulate gyrus part of cingulum (L)	gaussian	0.01	0.0	0.01	0.01	477	4.20e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1142	TTE other local infections of skin and subcutaneous tissue	binomial	0.5	0.56	0.56	-0.0	10	4.21e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25660	WA ICVF in tract forceps major	gaussian	0.03	0.02	0.06	0.03	1466	4.21e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC10005934	Which eye(s) affected by other serious eye condition (Right eye)	binomial	0.48	0.52	0.51	-0.01	9	4.22e-01	False
Task functional brain MRI	/RIVAS_HG19/snpnet/INI25040	Median BOLD effect (in group-defined mask) for shapes activation	gaussian	0.0	0.01	0.01	-0.0	2	4.23e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25092	Mean FA in cingulum hippocampus on FA skeleton (R)	gaussian	0.01	0.03	0.04	0.0	879	4.25e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC392	Pancreatitis	binomial	0.51	0.59	0.59	-0.0	11	4.25e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25919	Vol. of grey matter in Vermis X Cerebellum	gaussian	0.02	0.06	0.08	0.02	636	4.27e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25386	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (R)	gaussian	0.01	0.19	0.2	0.01	703	4.27e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1103	TTE other non-infective gastro-enteritis and colitis	binomial	0.5	0.56	0.56	0.0	28	4.31e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC155	Joint disorder	binomial	0.51	0.54	0.52	-0.02	1248	4.31e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1541	TTE congenital deformities of hip	binomial	0.54	0.65	0.65	0.0	1	4.31e-01	False
Population characteristics	/RIVAS_HG19/snpnet/INI26428	Income score (Scotland)	gaussian	0.0	0.07	0.07	-0.0	40	4.35e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25509	WA FA in tract superior longitudinal fasciculus (L)	gaussian	0.03	0.06	0.08	0.03	2671	4.38e-01	False
Carotid ultrasound	/RIVAS_HG19/snpnet/INI22670	Minimum carotid IMT (intima-medial thickness) at 120 degrees	gaussian	0.0	0.09	0.09	0.0	61	4.38e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25563	WA MO in tract superior longitudinal fasciculus (L)	gaussian	0.01	0.04	0.05	0.01	961	4.42e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25705	WA ISOVF in tract acoustic radiation (R)	gaussian	0.01	0.02	0.03	0.01	725	4.43e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25088	Mean FA in external capsule on FA skeleton (R)	gaussian	0.01	0.1	0.11	0.01	940	4.43e-01	False
Digestive health	/RIVAS_HG19/snpnet/INI21053	Degree bothered by dizziness in the last 3 months	gaussian	0.0	0.01	0.01	0.0	17	4.46e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC571	TTE unspecified malaria	binomial	0.48	0.62	0.62	-0.0	1	4.49e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25069	Mean FA in superior cerebellar peduncle on FA skeleton (L)	gaussian	0.01	0.03	0.04	0.01	1647	4.50e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1282	TTE other acquired deformities of musculoskeletal system and connective tissue	binomial	0.49	0.56	0.56	-0.0	1	4.52e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25697	WA OD in tract posterior thalamic radiation (R)	gaussian	0.0	0.04	0.04	-0.0	1079	4.53e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC685	TTE deficiency of other nutrient elements	binomial	0.52	0.6	0.6	0.0	4	4.53e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN5485	Leg pain when walking normally	binomial	0.49	0.5	0.5	-0.0	10	4.55e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25528	WA MD in tract inferior fronto-occipital fasciculus (R)	gaussian	0.02	0.13	0.15	0.02	702	4.56e-01	False
Diffusion brain MRI	/RIVAS_HG19/snpnet/INI25084	Mean FA in posterior thalamic radiation on FA skeleton (R)	gaussian	0.01	0.11	0.12	0.02	1877	4.57e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25909	Vol. of grey matter in VIIIa Cerebellum (L)	gaussian	0.02	0.11	0.12	0.02	500	4.58e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC5006149	Toothache	binomial	0.5	0.59	0.59	-0.0	2	4.60e-01	False
Disease outcome	/RIVAS_HG19/snpnet/HC1235	TTE systemic sclerosis	binomial	0.52	0.69	0.69	0.0	1	4.62e-01	False
Health and medical history	/RIVAS_HG19/snpnet/BIN_FC30005507	Leg pain on walking : action taken (Continue at same pace)	binomial	0.51	0.57	0.57	-0.0	4	4.62e-01	False
T1 structural brain MRI	/RIVAS_HG19/snpnet/INI25009	Vol. of brain, grey+white matter (normalised for head size)	gaussian	0.02	0.33	0.35	0.02	1999	4.62e-01	False
Mental health	/RIVAS_HG19/snpnet/INI20510	Recent feelings of depression	gaussian	0.0	0.01	0.02	0.0	4	4.62e-01	False
Lifestyle and environment	/RIVAS_HG19/snpnet/INI2624	Freq. of heavy DIY in last 4 weeks	gaussian	0.0	0.02	0.02	0.0	2	4.66e-01	False
Susceptibility weighted brain MRI	/RIVAS_HG19/snpnet/INI25036	Median T2star in amygdala (L)	gaussian	0.0	0.02	0.02	-0.0	106	4.67e-01	False
